code,description,chapter,block
X24,"X240 MIRIAPODOS VENENOSOS (TROPICALES): VIVIENDA CONTACTO TRAUMATICO CON CENTIPODOS Y MIRIAPODOS VENENOSOS X241 (TROPICALES): INSTITUCION RESIDENCIAL CONTACTO TRAUMATICO CON CENTIPODOS Y MIRIAPODOS VENENOSOS X242 (TROPICALES): ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS CONTACTO TRAUMATICO CON CENTIPODOS Y MIRIAPODOS VENENOSOS X243 (TROPICALES): AREAS DE DEPORTE Y ATLETISMO CONTACTO TRAUMATICO CON CENTIPODOS Y MIRIAPODOS VENENOSOS X244 (TROPICALES): CALLES Y CARRETERAS CONTACTO TRAUMATICO CON CENTIPODOS Y MIRIAPODOS VENENOSOS X245 (TROPICALES): COMERCIO Y AREAS DE SERVICIO CONTACTO TRAUMATICO CON CENTIPODOS Y MIRIAPODOS VENENOSOS X246 (TROPICALES): AREA INDUSTRIAL Y DE LA CONSTRUCCION CONTACTO TRAUMATICO CON CENTIPODOS Y MIRIAPODOS VENENOSOS X247 (TROPICALES): GRANJA CONTACTO TRAUMATICO CON CENTIPODOS Y MIRIAPODOS VENENOSOS X248 (TROPICALES): OTRO LUGAR ESPECIFICADO CONTACTO TRAUMATICO CON CENTIPODOS Y MIRIAPODOS VENENOSOS X249 (TROPICALES): LUGAR NO ESPECIFICADO CONTACTO TRAUMATICO CON OTROS ARTROPODOS CONTACTO TRAUMATICO CON OTROS ARTROPODOS VENENOSOS ESPECIFICADOS:",X,X24
X25,"X250 VENENOSOS ESPECIFICADOS VIVIENDA CONTACTO TRAUMATICO CON OTROS ARTROPODOS VENENOSOS ESPECIFICADOS: X251 INSTITUCION RESIDENCIAL CONTACTO TRAUMATICO CON OTROS ARTROPODOS VENENOSOS ESPECIFICADOS: X252 ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS CONTACTO TRAUMATICO CON OTROS ARTROPODOS VENENOSOS ESPECIFICADOS: X253 AREAS DE DEPORTE Y ATLETISMO CONTACTO TRAUMATICO CON OTROS ARTROPODOS VENENOSOS ESPECIFICADOS: X254 CALLES Y CARRETERAS CONTACTO TRAUMATICO CON OTROS ARTROPODOS VENENOSOS ESPECIFICADOS: X255 COMERCIO Y AREAS DE SERVICIO CONTACTO TRAUMATICO CON OTROS ARTROPODOS VENENOSOS ESPECIFICADOS: X256 AREA INDUSTRIAL Y DE LA CONSTRUCCION CONTACTO TRAUMATICO CON OTROS ARTROPODOS VENENOSOS ESPECIFICADOS: X257 GRANJA CONTACTO TRAUMATICO CON OTROS ARTROPODOS VENENOSOS ESPECIFICADOS: X258 OTRO LUGAR ESPECIFICADO CONTACTO TRAUMATICO CON OTROS ARTROPODOS VENENOSOS ESPECIFICADOS: X259 LUGAR NO ESPECIFICADO CONTACTO TRAUMATICO CON ANIMALES Y PLANTAS",X,X25
X26,"X260 CONTACTO TRAUMATICO CON ANIMALES Y PLANTAS MARINAS VENENOSOS: VIVIENDA MARINAS VENENOSOS CONTACTO TRAUMATICO CON ANIMALES Y PLANTAS MARINAS VENENOSOS: X261 INSTITUCION RESIDENCIAL CONTACTO TRAUMATICO CON ANIMALES Y PLANTAS MARINAS VENENOSOS: X262 ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS CONTACTO TRAUMATICO CON ANIMALES Y PLANTAS MARINAS VENENOSOS: AREAS X263 DE DEPORTE Y ATLETISMO CONTACTO TRAUMATICO CON ANIMALES Y PLANTAS MARINAS VENENOSOS: CALLES Y X264 CARRETERAS CONTACTO TRAUMATICO CON ANIMALES Y PLANTAS MARINAS VENENOSOS: X265 COMERCIO Y AREAS DE SERVICIO CONTACTO TRAUMATICO CON ANIMALES Y PLANTAS MARINAS VENENOSOS: AREA X266 INDUSTRIAL Y DE LA CONSTRUCCION X267 CONTACTO TRAUMATICO CON ANIMALES Y PLANTAS MARINAS VENENOSOS: GRANJA CONTACTO TRAUMATICO CON ANIMALES Y PLANTAS MARINAS VENENOSOS: OTRO X268 LUGAR ESPECIFICADO CONTACTO TRAUMATICO CON ANIMALES Y PLANTAS MARINAS VENENOSOS: LUGAR X269 NO ESPECIFICADO CONTACTO TRAUMATICO CON OTROS ANIMALES CONTACTO TRAUMATICO CON OTROS ANIMALES VENENOSOS ESPECIFICADOS:",X,X26
X27,"X270 VENENOSOS ESPECIFICADOS VIVIENDA CONTACTO TRAUMATICO CON OTROS ANIMALES VENENOSOS ESPECIFICADOS: X271 INSTITUCION RESIDENCIAL CONTACTO TRAUMATICO CON OTROS ANIMALES VENENOSOS ESPECIFICADOS: X272 ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS CONTACTO TRAUMATICO CON OTROS ANIMALES VENENOSOS ESPECIFICADOS: AREAS X273 DE DEPORTE Y ATLETISMO CONTACTO TRAUMATICO CON OTROS ANIMALES VENENOSOS ESPECIFICADOS: X274 CALLES Y CARRETERAS CONTACTO TRAUMATICO CON OTROS ANIMALES VENENOSOS ESPECIFICADOS: X275 COMERCIO Y AREAS DE SERVICIO CONTACTO TRAUMATICO CON OTROS ANIMALES VENENOSOS ESPECIFICADOS: AREA X276 INDUSTRIAL Y DE LA CONSTRUCCION CONTACTO TRAUMATICO CON OTROS ANIMALES VENENOSOS ESPECIFICADOS: X277 GRANJA CONTACTO TRAUMATICO CON OTROS ANIMALES VENENOSOS ESPECIFICADOS: OTRO X278 LUGAR ESPECIFICADO CONTACTO TRAUMATICO CON OTROS ANIMALES VENENOSOS ESPECIFICADOS: X279 LUGAR NO ESPECIFICADO CONTACTO TRAUMATICO CON OTRAS PLANTAS CONTACTO TRAUMATICO CON OTRAS PLANTAS VENENOSAS ESPECIFICADAS:",X,X27
X28,"X280 VENENOSOS ESPECIFICADOS VIVIENDA CONTACTO TRAUMATICO CON OTRAS PLANTAS VENENOSAS ESPECIFICADAS: X281 INSTITUCION RESIDENCIAL CONTACTO TRAUMATICO CON OTRAS PLANTAS VENENOSAS ESPECIFICADAS: X282 ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS CONTACTO TRAUMATICO CON OTRAS PLANTAS VENENOSAS ESPECIFICADAS: AREAS X283 DE DEPORTE Y ATLETISMO CONTACTO TRAUMATICO CON OTRAS PLANTAS VENENOSAS ESPECIFICADAS: CALLES X284 Y CARRETERAS CONTACTO TRAUMATICO CON OTRAS PLANTAS VENENOSAS ESPECIFICADAS: X285 COMERCIO Y AREAS DE SERVICIO CONTACTO TRAUMATICO CON OTRAS PLANTAS VENENOSAS ESPECIFICADAS: AREA X286 INDUSTRIAL Y DE LA CONSTRUCCION X287 CONTACTO TRAUMATICO CON OTRAS PLANTAS VENENOSAS ESPECIFICADAS: GRANJA CONTACTO TRAUMATICO CON OTRAS PLANTAS VENENOSAS ESPECIFICADAS: OTRO X288 LUGAR ESPECIFICADO CONTACTO TRAUMATICO CON OTRAS PLANTAS VENENOSAS ESPECIFICADAS: LUGAR X289 NO ESPECIFICADO CONTACTO TRAUMATICO CON ANIMALES Y PLANTAS CONTACTO TRAUMATICO CON ANIMALES Y PLANTAS VENENOSOS NO",X,X28
X29,"X290 VENENOSOS NO ESPECIFICADOS ESPECIFICADOS: VIVIENDA CONTACTO TRAUMATICO CON ANIMALES Y PLANTAS VENENOSOS NO X291 ESPECIFICADOS: INSTITUCION RESIDENCIAL CONTACTO TRAUMATICO CON ANIMALES Y PLANTAS VENENOSOS NO X292 ESPECIFICADOS: ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS CONTACTO TRAUMATICO CON ANIMALES Y PLANTAS VENENOSOS NO X293 ESPECIFICADOS: AREAS DE DEPORTE Y ATLETISMO CONTACTO TRAUMATICO CON ANIMALES Y PLANTAS VENENOSOS NO X294 ESPECIFICADOS: CALLES Y CARRETERAS CONTACTO TRAUMATICO CON ANIMALES Y PLANTAS VENENOSOS NO X295 ESPECIFICADOS: COMERCIO Y AREAS DE SERVICIO CONTACTO TRAUMATICO CON ANIMALES Y PLANTAS VENENOSOS NO X296 ESPECIFICADOS: AREA INDUSTRIAL Y DE LA CONSTRUCCION CONTACTO TRAUMATICO CON ANIMALES Y PLANTAS VENENOSOS NO X297 ESPECIFICADOS: GRANJA CONTACTO TRAUMATICO CON ANIMALES Y PLANTAS VENENOSOS NO X298 ESPECIFICADOS: OTRO LUGAR ESPECIFICADO CONTACTO TRAUMATICO CON ANIMALES Y PLANTAS VENENOSOS NO X299 ESPECIFICADOS: LUGAR NO ESPECIFICADO",X,X29
X30,"EXPOSICION AL CALOR NATURAL EXCESIVO X300 EXPOSICION AL CALOR NATURAL EXCESIVO: VIVIENDA X301 EXPOSICION AL CALOR NATURAL EXCESIVO: INSTITUCION RESIDENCIAL EXPOSICION AL CALOR NATURAL EXCESIVO: ESCUELAS, OTRAS INSTITUCIONES Y X302 AREAS ADMINISTRATIVAS PUBLICAS X303 EXPOSICION AL CALOR NATURAL EXCESIVO: AREAS DE DEPORTE Y ATLETISMO X304 EXPOSICION AL CALOR NATURAL EXCESIVO: CALLES Y CARRETERAS X305 EXPOSICION AL CALOR NATURAL EXCESIVO: COMERCIO Y AREAS DE SERVICIO EXPOSICION AL CALOR NATURAL EXCESIVO: AREA INDUSTRIAL Y DE LA X306 CONSTRUCCION X307 EXPOSICION AL CALOR NATURAL EXCESIVO: GRANJA X308 EXPOSICION AL CALOR NATURAL EXCESIVO: OTRO LUGAR ESPECIFICADO X309 EXPOSICION AL CALOR NATURAL EXCESIVO: LUGAR NO ESPECIFICADO",X,X30
X31,"EXPOSICION AL FRIO NATURAL EXCESIVO X310 EXPOSICION AL FRIO NATURAL EXCESIVO: VIVIENDA X311 EXPOSICION AL FRIO NATURAL EXCESIVO: INSTITUCION RESIDENCIAL EXPOSICION AL FRIO NATURAL EXCESIVO: ESCUELAS, OTRAS INSTITUCIONES Y X312 AREAS ADMINISTRATIVAS PUBLICAS X313 EXPOSICION AL FRIO NATURAL EXCESIVO: AREAS DE DEPORTE Y ATLETISMO X314 EXPOSICION AL FRIO NATURAL EXCESIVO: CALLES Y CARRETERAS X315 EXPOSICION AL FRIO NATURAL EXCESIVO: COMERCIO Y AREAS DE SERVICIO X316 EXPOSICION AL FRIO NATURAL EXCESIVO: AREA INDUSTRIAL Y DE LA CONSTRUCCION X317 EXPOSICION AL FRIO NATURAL EXCESIVO: GRANJA X318 EXPOSICION AL FRIO NATURAL EXCESIVO: OTRO LUGAR ESPECIFICADO X319 EXPOSICION AL FRIO NATURAL EXCESIVO: LUGAR NO ESPECIFICADO",X,X31
X32,"EXPOSICION A RAYOS SOLARES X320 EXPOSICION A RAYOS SOLARES: VIVIENDA X321 EXPOSICION A RAYOS SOLARES: INSTITUCION RESIDENCIAL EXPOSICION A RAYOS SOLARES: ESCUELAS, OTRAS INSTITUCIONES Y AREAS X322 ADMINISTRATIVAS PUBLICAS X323 EXPOSICION A RAYOS SOLARES: AREAS DE DEPORTE Y ATLETISMO X324 EXPOSICION A RAYOS SOLARES: CALLES Y CARRETERAS X325 EXPOSICION A RAYOS SOLARES: COMERCIO Y AREAS DE SERVICIO X326 EXPOSICION A RAYOS SOLARES: AREA INDUSTRIAL Y DE LA CONSTRUCCION X327 EXPOSICION A RAYOS SOLARES: GRANJA X328 EXPOSICION A RAYOS SOLARES: OTRO LUGAR ESPECIFICADO X329 EXPOSICION A RAYOS SOLARES: LUGAR NO ESPECIFICADO",X,X32
X33,"VICTIMA DE RAYO X330 VICTIMA DE RAYO: VIVIENDA X331 VICTIMA DE RAYO: INSTITUCION RESIDENCIAL VICTIMA DE RAYO: ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS X332 PUBLICAS X333 VICTIMA DE RAYO: AREAS DE DEPORTE Y ATLETISMO X334 VICTIMA DE RAYO: CALLES Y CARRETERAS X335 VICTIMA DE RAYO: COMERCIO Y AREAS DE SERVICIO X336 VICTIMA DE RAYO: AREA INDUSTRIAL Y DE LA CONSTRUCCION X337 VICTIMA DE RAYO: GRANJA X338 VICTIMA DE RAYO: OTRO LUGAR ESPECIFICADO X339 VICTIMA DE RAYO: LUGAR NO ESPECIFICADO",X,X33
X34,"VICTIMA DE TERREMOTO X340 VICTIMA DE TERREMOTO: VIVIENDA X341 VICTIMA DE TERREMOTO: INSTITUCION RESIDENCIAL VICTIMA DE TERREMOTO: ESCUELAS, OTRAS INSTITUCIONES Y AREAS X342 ADMINISTRATIVAS PUBLICAS X343 VICTIMA DE TERREMOTO: AREAS DE DEPORTE Y ATLETISMO X344 VICTIMA DE TERREMOTO: CALLES Y CARRETERAS X345 VICTIMA DE TERREMOTO: COMERCIO Y AREAS DE SERVICIO X346 VICTIMA DE TERREMOTO: AREA INDUSTRIAL Y DE LA CONSTRUCCION X347 VICTIMA DE TERREMOTO: GRANJA X348 VICTIMA DE TERREMOTO: OTRO LUGAR ESPECIFICADO X349 VICTIMA DE TERREMOTO: LUGAR NO ESPECIFICADO",X,X34
X35,"VICTIMA DE ERUPCION VOLCANICA X350 VICTIMA DE ERUPCION VOLCANICA: VIVIENDA X351 VICTIMA DE ERUPCION VOLCANICA: INSTITUCION RESIDENCIAL VICTIMA DE ERUPCION VOLCANICA: ESCUELAS, OTRAS INSTITUCIONES Y AREAS X352 ADMINISTRATIVAS PUBLICAS X353 VICTIMA DE ERUPCION VOLCANICA: AREAS DE DEPORTE Y ATLETISMO X354 VICTIMA DE ERUPCION VOLCANICA: CALLES Y CARRETERAS X355 VICTIMA DE ERUPCION VOLCANICA: COMERCIO Y AREAS DE SERVICIO X356 VICTIMA DE ERUPCION VOLCANICA: AREA INDUSTRIAL Y DE LA CONSTRUCCION X357 VICTIMA DE ERUPCION VOLCANICA: GRANJA X358 VICTIMA DE ERUPCION VOLCANICA: OTRO LUGAR ESPECIFICADO X359 VICTIMA DE ERUPCION VOLCANICA: LUGAR NO ESPECIFICADO VICTIMA DE AVALANCHA, DERRUMBE Y OTROS",X,X35
X36,"X360 VICTIMA DE AVALANCHA, DERRUMBE Y OTROS MOVIMIENTOS DE TIERRA: VIVIENDA MOVIMIENTOS DE TIERRA VICTIMA DE AVALANCHA, DERRUMBE Y OTROS MOVIMIENTOS DE TIERRA: INSTITUCION X361 RESIDENCIAL VICTIMA DE AVALANCHA, DERRUMBE Y OTROS MOVIMIENTOS DE TIERRA: ESCUELAS, X362 OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS VICTIMA DE AVALANCHA, DERRUMBE Y OTROS MOVIMIENTOS DE TIERRA: AREAS DE X363 DEPORTE Y ATLETISMO VICTIMA DE AVALANCHA, DERRUMBE Y OTROS MOVIMIENTOS DE TIERRA: CALLES Y X364 CARRETERAS VICTIMA DE AVALANCHA, DERRUMBE Y OTROS MOVIMIENTOS DE TIERRA: COMERCIO Y X365 AREAS DE SERVICIO VICTIMA DE AVALANCHA, DERRUMBE Y OTROS MOVIMIENTOS DE TIERRA: AREA X366 INDUSTRIAL Y DE LA CONSTRUCCION X367 VICTIMA DE AVALANCHA, DERRUMBE Y OTROS MOVIMIENTOS DE TIERRA: GRANJA VICTIMA DE AVALANCHA, DERRUMBE Y OTROS MOVIMIENTOS DE TIERRA: OTRO X368 LUGAR ESPECIFICADO VICTIMA DE AVALANCHA, DERRUMBE Y OTROS MOVIMIENTOS DE TIERRA: LUGAR NO X369 ESPECIFICADO",X,X36
X37,"VICTIMA DE TORMENTA CATACLISMICA X370 VICTIMA DE TORMENTA CATACLISMICA: VIVIENDA X371 VICTIMA DE TORMENTA CATACLISMICA: INSTITUCION RESIDENCIAL VICTIMA DE TORMENTA CATACLISMICA: ESCUELAS, OTRAS INSTITUCIONES Y AREAS X372 ADMINISTRATIVAS PUBLICAS X373 VICTIMA DE TORMENTA CATACLISMICA: AREAS DE DEPORTE Y ATLETISMO X374 VICTIMA DE TORMENTA CATACLISMICA: CALLES Y CARRETERAS X375 VICTIMA DE TORMENTA CATACLISMICA: COMERCIO Y AREAS DE SERVICIO X376 VICTIMA DE TORMENTA CATACLISMICA: AREA INDUSTRIAL Y DE LA CONSTRUCCION X377 VICTIMA DE TORMENTA CATACLISMICA: GRANJA X378 VICTIMA DE TORMENTA CATACLISMICA: OTRO LUGAR ESPECIFICADO X379 VICTIMA DE TORMENTA CATACLISMICA: LUGAR NO ESPECIFICADO",X,X37
X38,"VICTIMA DE INUNDACION X380 VICTIMA DE INUNDACION: VIVIENDA X381 VICTIMA DE INUNDACION: INSTITUCION RESIDENCIAL VICTIMA DE INUNDACION: ESCUELAS, OTRAS INSTITUCIONES Y AREAS X382 ADMINISTRATIVAS PUBLICAS X383 VICTIMA DE INUNDACION: AREAS DE DEPORTE Y ATLETISMO X384 VICTIMA DE INUNDACION: CALLES Y CARRETERAS X385 VICTIMA DE INUNDACION: COMERCIO Y AREAS DE SERVICIO X386 VICTIMA DE INUNDACION: AREA INDUSTRIAL Y DE LA CONSTRUCCION X387 VICTIMA DE INUNDACION: GRANJA X388 VICTIMA DE INUNDACION: OTRO LUGAR ESPECIFICADO X389 VICTIMA DE INUNDACION: LUGAR NO ESPECIFICADO EXPOSICION A OTRAS FUERZAS NATURALES Y LAS NO EXPOSICION A OTRAS FUERZAS DE LA NATURALEZA, Y LAS NO ESPECIFICADAS:",X,X38
X39,"X390 ESPECIFICADAS VIVIENDA EXPOSICION A OTRAS FUERZAS DE LA NATURALEZA, Y LAS NO ESPECIFICADAS: X391 INSTITUCION RESIDENCIAL EXPOSICION A OTRAS FUERZAS DE LA NATURALEZA, Y LAS NO ESPECIFICADAS: X392 ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS EXPOSICION A OTRAS FUERZAS DE LA NATURALEZA, Y LAS NO ESPECIFICADAS: X393 AREAS DE DEPORTE Y ATLETISMO EXPOSICION A OTRAS FUERZAS DE LA NATURALEZA, Y LAS NO ESPECIFICADAS: X394 CALLES Y CARRETERAS EXPOSICION A OTRAS FUERZAS DE LA NATURALEZA, Y LAS NO ESPECIFICADAS: X395 COMERCIO Y AREAS DE SERVICIO EXPOSICION A OTRAS FUERZAS DE LA NATURALEZA, Y LAS NO ESPECIFICADAS: AREA X396 INDUSTRIAL Y DE LA CONSTRUCCION EXPOSICION A OTRAS FUERZAS DE LA NATURALEZA, Y LAS NO ESPECIFICADAS: X397 GRANJA EXPOSICION A OTRAS FUERZAS DE LA NATURALEZA, Y LAS NO ESPECIFICADAS: OTRO X398 LUGAR ESPECIFICADO EXPOSICION A OTRAS FUERZAS DE LA NATURALEZA, Y LAS NO ESPECIFICADAS: X399 LUGAR NO ESPECIFICADO ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A ANALGESICOS NO",X,X39
X40,"X400 ANALGESICOS, ANTIPIRETICOS Y ANTIRREUMATICOS NARCOTICOS, ANTIPIRETICOS Y ANTIRREUMATICOS: VIVIENDA ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A ANALGESICOS NO X401 NARCOTICOS, ANTIPIRETICOS Y ANTIRREUMATICOS: INSTITUCION RESIDENCIAL ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A ANALGESICOS NO X402 NARCOTICOS, ANTIPIRETICOS Y ANTIRREUMATICOS: ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A ANALGESICOS NO X403 NARCOTICOS, ANTIPIRETICOS Y ANTIRREUMATICOS: AREAS DE DEPORTE Y ATLETISMO ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A ANALGESICOS NO X404 NARCOTICOS, ANTIPIRETICOS Y ANTIRREUMATICOS: CALLES Y CARRETERAS ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A ANALGESICOS NO X405 NARCOTICOS, ANTIPIRETICOS Y ANTIRREUMATICOS: COMERCIO Y AREAS DE SERVICIO ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A ANALGESICOS NO X406 NARCOTICOS, ANTIPIRETICOS Y ANTIRREUMATICOS: AREA INDUSTRIAL Y DE LA CONSTRUCCION ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A ANALGESICOS NO X407 NARCOTICOS, ANTIPIRETICOS Y ANTIRREUMATICOS: GRANJA ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A ANALGESICOS NO X408 NARCOTICOS, ANTIPIRETICOS Y ANTIRREUMATICOS: OTRO LUGAR ESPECIFICADO ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A ANALGESICOS NO X409 NARCOTICOS, ANTIPIRETICOS Y ANTIRREUMATICOS: LUGAR NO ESPECIFICADO ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A DROGAS ANTIEPILEPTICAS,",X,X40
X41,"DROGAS ANTIEPILEPTICAS, SEDANTES, HIPNOTICAS, X410 SEDANTES, HIPNOTICAS, ANTIPARKINSONIANAS Y PSICOTROPICAS, NO CLASIFICADAS ANTIPARINSONIANAS Y PSICOTROPICAS, NO EN OTRA PARTE: VIVIENDA ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A DROGAS ANTIEPILEPTICAS, X411 SEDANTES, HIPNOTICAS, ANTIPARKINSONIANAS Y PSICOTROPICAS, NO CLASIFICADAS EN OTRA PARTE: INSTITUCION RESIDENCIAL ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A DROGAS ANTIEPILEPTICAS, SEDANTES, HIPNOTICAS, ANTIPARKINSONIANAS Y PSICOTROPICAS, NO CLASIFICADAS X412 EN OTRA PARTE: ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A DROGAS ANTIEPILEPTICAS, X413 SEDANTES, HIPNOTICAS, ANTIPARKINSONIANAS Y PSICOTROPICAS, NO CLASIFICADAS EN OTRA PARTE: AREAS DE DEPORTE Y ATLETISMO ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A DROGAS ANTIEPILEPTICAS, X414 SEDANTES, HIPNOTICAS, ANTIPARKINSONIANAS Y PSICOTROPICAS, NO CLASIFICADAS EN OTRA PARTE: CALLES Y CARRETERAS ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A DROGAS ANTIEPILEPTICAS, X415 SEDANTES, HIPNOTICAS, ANTIPARKINSONIANAS Y PSICOTROPICAS, NO CLASIFICADAS EN OTRA PARTE: COMERCIO Y AREA DE SERVICIO ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A DROGAS ANTIEPILEPTICAS, X416 SEDANTES, HIPNOTICAS, ANTIPARKINSONIANAS Y PSICOTROPICAS, NO CLASIFICADAS EN OTRA PARTE: AREA INDUSTRIAL Y DE LA CONSTRUCCION ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A DROGAS ANTIEPILEPTICAS, X417 SEDANTES, HIPNOTICAS, ANTIPARKINSONIANAS Y PSICOTROPICAS, NO CLASIFICADAS EN OTRA PARTE: GRANJA ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A DROGAS ANTIEPILEPTICAS, X418 SEDANTES, HIPNOTICAS, ANTIPARKINSONIANAS Y PSICOTROPICAS, NO CLASIFICADAS EN OTRA PARTE: OTRO LUGAR ESPECIFICADO ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A DROGAS ANTIEPILEPTICAS, X419 SEDANTES, HIPNOTICAS, ANTIPARKINSONIANAS Y PSICOTROPICAS, NO CLASIFICADAS EN OTRA PARTE: LUGAR NO ESPECIFICADO ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A NARCOTICOS Y",X,X41
X42,"NARCOTICOS Y PSICODISLEPTICOS [ALUCINOGENOS] X420 PSICODISLEPTICOS [ALUCINOGENOS], NO CLASIFICADOS EN OTRA PARTE: VIVIENDA NO CLASIFICADOS EN OTRA PARTE ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A NARCOTICOS Y X421 PSICODISLEPTICOS [ALUCINOGENOS], NO CLASIFICADOS EN OTRA PARTE: INSTITUCION RESIDENCIAL ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A NARCOTICOS Y X422 PSICODISLEPTICOS [ALUCINOGENOS], NO CLASIFICADOS EN OTRA PARTE: ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A NARCOTICOS Y X423 PSICODISLEPTICOS [ALUCINOGENOS], NO CLASIFICADOS EN OTRA PARTE: AREAS DE DEPORTE Y ATLETISMO ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A NARCOTICOS Y X424 PSICODISLEPTICOS [ALUCINOGENOS], NO CLASIFICADOS EN OTRA PARTE: CALLES Y CARRETERAS ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A NARCOTICOS Y X425 PSICODISLEPTICOS [ALUCINOGENOS], NO CLASIFICADOS EN OTRA PARTE: COMERCIO Y AREA DE SERVICIOS ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A NARCOTICOS Y X426 PSICODISLEPTICOS [ALUCINOGENOS], NO CLASIFICADOS EN OTRA PARTE: AREA INDUSTRIAL Y DE LA CONSTRUCCION ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A NARCOTICOS Y X427 PSICODISLEPTICOS [ALUCINOGENOS], NO CLASIFICADOS EN OTRA PARTE: GRANJA ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A NARCOTICOS Y X428 PSICODISLEPTICOS [ALUCINOGENOS], NO CLASIFICADOS EN OTRA PARTE: OTRO LUGAR ESPECIFICADO ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A NARCOTICOS Y X429 PSICODISLEPTICOS [ALUCINOGENOS], NO CLASIFICADOS EN OTRA PARTE: LUGAR NO ESPECIFICADO ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A OTRAS DROGAS QUE ACTUAN",X,X42
